1686719028.792357,"(2, 1, '00:00:00:00:00:01', 2)",0.0
1686719028.8040545,"(2, 1, '00:00:00:00:00:03', 2)",30.68587294026602
1686719028.812821,"(2, 2, '00:00:00:00:00:01', 2)",1.586709066939611
1686719028.8180528,"(2, 2, '00:00:00:00:00:03', 2)",0.0
1686719028.8220265,"(2, 2, '00:00:00:00:00:03', 2)",0.0
1686719029.0899282,"(1, 2, '00:00:00:00:00:01', 4294967291)",0.0
1686719029.0998073,"(1, 2, '00:00:00:00:00:03', 4294967291)",0.0
1686719029.1052823,"(1, 3, '00:00:00:00:00:01', 4294967291)",0.0
1686719029.1100163,"(1, 3, '00:00:00:00:00:03', 4294967291)",0.0
1686719029.1608968,"(3, 1, '00:00:00:00:00:01', 2)",0.0
1686719029.1716614,"(3, 1, '00:00:00:00:00:03', 2)",299.4361878654867
1686719029.1754396,"(3, 2, '00:00:00:00:00:01', 2)",19.434416684393064
1686719029.181408,"(3, 2, '00:00:00:00:00:03', 2)",0.0
1686719029.1859424,"(3, 2, '00:00:00:00:00:03', 2)",0.0
1686719029.3061588,"(4, 1, '00:00:00:00:00:01', 4294967291)",0.0
1686719029.309096,"(4, 1, '00:00:00:00:00:01', 4294967291)",0.0
1686719029.3141832,"(4, 1, '00:00:00:00:00:01', 4294967291)",0.0
1686719029.3229935,"(4, 1, '00:00:00:00:00:03', 4294967291)",177.5710351994431
1686719029.3270671,"(4, 1, '00:00:00:00:00:03', 4294967291)",0.0
1686719029.3327065,"(4, 2, '00:00:00:00:00:01', 4294967291)",0.0
1686719029.3383043,"(4, 2, '00:00:00:00:00:01', 4294967291)",0.0
1686719029.346092,"(4, 2, '00:00:00:00:00:03', 4294967291)",173.52434834285714
1686719029.352264,"(4, 2, '00:00:00:00:00:03', 4294967291)",0.0
1686719032.2719233,"(3, 1, '00:00:00:00:00:01', 2)",0.0
1686719032.2771182,"(3, 1, '00:00:00:00:00:01', 2)",0.0
1686719032.281857,"(3, 1, '00:00:00:00:00:01', 2)",0.0
1686719032.2916825,"(3, 1, '00:00:00:00:00:03', 2)",124.48164250595383
1686719032.2988534,"(3, 1, '00:00:00:00:00:03', 2)",0.0
