Time_diff,Speed
0.0005180835723876953,0.0
0.01705765724182129,-28.13985491648613
0.004241228103637695,0.0
0.004766225814819336,0.0
0.0061223506927490234,0.0
0.0006072521209716797,-790.4459835100118
0.0024793148040771484,193.60187710356766
0.00471806526184082,-101.73661731264843
0.004256725311279297,0.0
0.0023479461669921875,0.0
0.007272481918334961,0.0
0.0011110305786132812,0.0
0.0027065277099609375,0.0
0.0015134811401367188,0.0
0.004022359848022461,0.0
0.007903814315795898,0.0
0.002515077590942383,0.0
0.002519369125366211,0.0
0.0023775100708007812,0.0
0.0045964717864990234,0.0
0.0006587505340576172,0.0
0.005990028381347656,0.0
0.00101470947265625,0.0
0.004426240921020508,0.0
0.00408625602722168,0.0
0.00551605224609375,0.0
0.0024170875549316406,0.0
0.0026073455810546875,0.0
0.0023686885833740234,0.0
0.004750490188598633,0.0
0.002467632293701172,0.0
0.005587577819824219,0.0
0.004067659378051758,0.0
0.003702402114868164,-129.64556120806233
0.003928661346435547,0.0
0.0003871917724609375,0.0
0.002525806427001953,0.0
0.0044231414794921875,0.0
0.00547027587890625,0.0
0.002480030059814453,0.0
0.004254579544067383,0.0
0.0023794174194335938,0.0
0.005471944808959961,0.0
0.0024459362030029297,-196.2438756214056
0.005680561065673828,0.0
0.0007274150848388672,0.0
0.003958463668823242,0.0
0.0038661956787109375,0.0
0.006410837173461914,0.0
0.002516031265258789,0.0
0.0028188228607177734,0.0
0.0051991939544677734,0.0
0.004165172576904297,0.0
0.0011479854583740234,0.0
0.0009818077087402344,0.0
0.0009465217590332031,0.0
0.004669666290283203,0.0
0.004253387451171875,0.0
0.0039179325103759766,0.0
0.00237274169921875,0.0
0.0006122589111328125,0.0
0.0025010108947753906,-191.92239466158244
0.0024344921112060547,0.0
0.002738475799560547,0.0
0.006148576736450195,0.0
0.002217531204223633,0.0
0.004983663558959961,0.0
0.0006921291351318359,-693.5122011712023
0.004166603088378906,115.2017578393225
0.0040740966796875,-117.81752808988763
0.004026174545288086,0.0
0.00385284423828125,0.0
0.005305290222167969,0.0
0.002637147903442383,0.0
0.0052242279052734375,0.0
0.004044294357299805,0.0
0.004244804382324219,0.0
0.002369403839111328,0.0
0.005017757415771484,0.0
0.0041882991790771484,0.0
0.004949092864990234,0.0
0.004158735275268555,0.0
0.004461765289306641,0.0
0.0025107860565185547,0.0
0.0027642250061035156,0.0
0.0046863555908203125,0.0
0.0027322769165039062,0.0
0.003981590270996094,0.0
0.0067594051361083984,0.0
0.0009915828704833984,0.0
0.0006029605865478516,0.0
0.01008462905883789,-47.59718946522294
0.004136085510253906,0.0
0.005023956298828125,0.0
0.0038275718688964844,0.0
0.005995988845825195,0.0
0.0025103092193603516,0.0
0.002279520034790039,0.0
0.005598545074462891,0.0
0.0017650127410888672,-271.9527110630826
0.004914522171020508,97.66971910929996
0.005402326583862305,-88.85060770554746
0.003672361373901367,0.0
0.004048585891723633,0.0
0.005858182907104492,0.0
0.002405405044555664,0.0
0.0025827884674072266,0.0
0.005249500274658203,0.0
0.0027451515197753906,0.0
0.004723310470581055,0.0
0.003430604934692383,0.0
0.002256631851196289,0.0
0.0055277347564697266,0.0
0.0023691654205322266,0.0
0.002471446990966797,0.0
0.004606723785400391,0.0
0.007015705108642578,0.0
0.0033609867095947266,0.0
0.001676797866821289,0.0
0.000926971435546875,0.0
0.0012917518615722656,0.0
0.005251884460449219,0.0
0.0006864070892333984,0.0
0.004755735397338867,0.0
0.002804279327392578,0.0
0.003487110137939453,0.0
0.005827426910400391,0.0
0.0024857521057128906,0.0
0.005697965621948242,0.0
0.003924369812011719,0.0
0.00725555419921875,0.0
0.001445770263671875,0.0
0.001931905746459961,0.0
0.004330158233642578,0.0
0.0005152225494384766,0.0
0.0045795440673828125,0.0
0.003426790237426758,0.0
0.006227970123291016,0.0
0.006151914596557617,0.0
0.0024576187133789062,0.0
0.002371072769165039,0.0
0.005599260330200195,0.0
0.002441883087158203,0.0
0.005373477935791016,-89.32762090691277
0.0028116703033447266,0.0
0.0003788471221923828,0.0
0.0010273456573486328,0.0
0.0010080337524414062,0.0
0.0009140968322753906,0.0
0.002978801727294922,0.0
0.003976106643676758,0.0
0.0037686824798583984,0.0
0.004415750503540039,0.0
0.005780220031738281,0.0
0.002363920211791992,0.0
0.002399921417236328,0.0
0.0044291019439697266,0.0
0.001041412353515625,0.0
0.0014791488647460938,0.0
0.004899024963378906,0.0
0.0050678253173828125,0.0
0.002365589141845703,0.0
0.0053827762603759766,0.0
0.0024204254150390625,0.0
0.0024123191833496094,0.0
0.0048732757568359375,0.0
0.003465890884399414,-138.49253078351794
0.0029799938201904297,0.0
0.0006585121154785156,0.0
0.0034949779510498047,0.0
0.003939628601074219,0.0
0.004415988922119141,0.0
0.0024139881134033203,0.0
0.0065348148345947266,0.0
0.0024971961975097656,0.0
0.004002571105957031,0.0
0.0041103363037109375,0.0
0.00250244140625,0.0
0.005815982818603516,0.0
0.0023326873779296875,0.0
0.0006222724914550781,0.0
0.0058100223541259766,-82.61586113504863
0.004091739654541016,0.0
0.004065990447998047,0.0
0.002316713333129883,0.0
0.0055463314056396484,0.0
0.0023920536041259766,0.0
0.005403757095336914,0.0
0.002385854721069336,0.0
0.0006248950958251953,-768.1289278901183
0.005280256271362305,90.90467873752652
0.006522178649902344,-73.5950402105571
0.0022623538970947266,0.0
0.002368927001953125,0.0
0.002483844757080078,0.0
0.005228757858276367,0.0
0.002503633499145508,0.0
0.003942728042602539,0.0
0.0023658275604248047,0.0
0.005295991897583008,0.0
0.0036301612854003906,0.0
0.0008893013000488281,0.0
0.004019737243652344,0.0
0.004001140594482422,0.0
0.003975391387939453,0.0
0.004300594329833984,0.0
0.002310037612915039,0.0
0.005759239196777344,0.0
0.003947019577026367,0.0
0.003105640411376953,0.0
0.004724025726318359,0.0
0.00539708137512207,0.0
0.0006558895111083984,0.0
0.0040225982666015625,0.0
0.005649566650390625,0.0
0.002482175827026367,0.0
0.007616758346557617,0.0
0.0015735626220703125,0.0
0.002457141876220703,0.0
0.0037343502044677734,0.0
0.004286766052246094,0.0
0.005611896514892578,0.0
0.0025262832641601562,0.0
0.003274679183959961,0.0
0.00026416778564453125,0.0
0.0011298656463623047,-424.82927199831187
0.0011484622955322266,0.0
0.004373788833618164,0.0
0.0025022029876708984,0.0
0.005310535430908203,0.0
0.005159616470336914,0.0
0.0038826465606689453,0.0
0.006130218505859375,0.0
0.002378702163696289,0.0
0.002378225326538086,0.0
0.004349946975708008,0.0
0.003809690475463867,0.0
0.003879070281982422,-123.74099078057775
0.001973390579223633,243.23618702428416
0.0035142898559570312,-136.58520488466755
0.004312276840209961,0.0
0.0067920684814453125,0.0
0.0024263858795166016,0.0
0.0024487972259521484,0.0
0.002739429473876953,0.0
0.006193876266479492,0.0
0.0009763240814208984,0.0
0.0010707378387451172,0.0
0.005444765090942383,0.0
0.005821943283081055,0.0
0.0024755001068115234,0.0
0.0006263256072998047,0.0
0.004270076751708984,0.0
0.005487680435180664,0.0
0.007420539855957031,0.0
0.001384735107421875,0.0
0.0019791126251220703,0.0
0.005756855010986328,0.0
0.002427816390991211,0.0
0.004832267761230469,0.0
0.0025496482849121094,0.0
0.0027289390563964844,0.0
0.0060710906982421875,0.0
0.003768444061279297,0.0
0.0015990734100341797,0.0
0.0038182735443115234,0.0
0.00371551513671875,0.0
0.004203319549560547,0.0
0.0022683143615722656,0.0
0.00604701042175293,0.0
0.0024306774139404297,0.0
0.0024750232696533203,0.0
0.004155158996582031,0.0
0.006345987319946289,0.0
0.0013365745544433594,0.0
0.0009520053863525391,0.0
0.0023775100708007812,0.0
0.003713846206665039,0.0
0.0009527206420898438,0.0
0.009715080261230469,0.0
0.005821704864501953,0.0
0.0035250186920166016,0.0
0.006464481353759766,0.0
0.0027408599853515625,0.0
0.00550389289855957,0.0
0.002606630325317383,0.0
0.004111289978027344,0.0
0.0043184757232666016,0.0
0.005428314208984375,0.0
0.0018548965454101562,-258.77453984575834
0.0032143592834472656,0.0
0.0006313323974609375,0.0
0.004113674163818359,0.0
0.006033420562744141,0.0
0.002425670623779297,0.0
0.0024187564849853516,0.0
0.004514455795288086,0.0
0.006602764129638672,0.0
0.001394033432006836,0.0
0.001783609390258789,0.0
0.004922151565551758,0.0
0.0044193267822265625,0.0
0.002502918243408203,0.0
0.005300760269165039,0.0
0.0027666091918945312,0.0
0.0011794567108154297,0.0
0.005784749984741211,0.0
0.0023949146270751953,0.0
0.005381584167480469,0.0
0.0025987625122070312,0.0
0.005852937698364258,0.0
0.002353668212890625,0.0
0.003096342086791992,0.0
0.0037565231323242188,0.0
0.0037031173706054688,0.0
0.003865480422973633,0.0
0.004117250442504883,0.0
0.0047342777252197266,0.0
0.0006880760192871094,0.0
0.0025463104248046875,0.0
0.0046808719635009766,0.0
0.00693821907043457,0.0
0.0015177726745605469,0.0
0.0025780200958251953,0.0
0.004940509796142578,0.0
0.002492189407348633,0.0
0.0063207149505615234,0.0
0.002558469772338867,0.0
0.0024917125701904297,0.0
0.0056552886962890625,0.0
0.003231525421142578,0.0
0.003819704055786133,0.0
0.0005834102630615234,0.0
0.0024573802947998047,-195.32996216163772
0.003566741943359375,0.0
0.0035877227783203125,0.0
0.004385948181152344,0.0
0.0021855831146240234,0.0
0.0059430599212646484,0.0
0.0021402835845947266,0.0
0.0022852420806884766,0.0
0.0030181407928466797,0.0
0.006598711013793945,0.0
0.00027871131896972656,-1722.2120786997434
0.0028438568115234375,168.78486921529176
