flowKey,Speed
"(2, 1, '00:00:00:00:00:02', 2)",4.772759188851514
"(2, 1, '00:00:00:00:00:02', 2)",0.0
"(2, 1, '00:00:00:00:00:02', 2)",0.0
"(2, 1, '00:00:00:00:00:02', 2)",0.12051598729106229
"(2, 2, '00:00:00:00:00:02', 2)",0.0
"(3, 1, '00:00:00:00:00:02', 2)",0.44616647374331786
"(3, 1, '00:00:00:00:00:02', 2)",0.0
"(3, 1, '00:00:00:00:00:02', 2)",0.0
"(3, 2, '00:00:00:00:00:02', 2)",0.0
"(4, 1, '00:00:00:00:00:02', 4294967291)",4.852806484145399
"(4, 2, '00:00:00:00:00:02', 4294967291)",5.681012932548665
"(4, 2, '00:00:00:00:00:02', 4294967291)",0.0
"(4, 2, '00:00:00:00:00:02', 4294967291)",0.0
"(4, 2, '00:00:00:00:00:02', 4294967291)",0.0
"(4, 2, '00:00:00:00:00:02', 4294967291)",0.0
"(4, 1, '00:00:00:00:00:01', 4294967291)",0.0
"(4, 1, '00:00:00:00:00:01', 4294967291)",0.0
"(4, 1, '00:00:00:00:00:01', 4294967291)",1.1090707692307693
"(4, 1, '00:00:00:00:00:01', 4294967291)",0.634801100715465
"(4, 1, '00:00:00:00:00:02', 4294967291)",11.027554980667839
"(4, 1, '00:00:00:00:00:02', 4294967291)",0.20592019638080253
"(4, 1, '00:00:00:00:00:02', 4294967291)",0.08869012863436122
"(4, 1, '00:00:00:00:00:02', 4294967291)",0.0
"(4, 1, '00:00:00:00:00:02', 4294967291)",0.09931867395264117
"(4, 1, '00:00:00:00:00:02', 4294967291)",0.10012033571783788
"(4, 1, '00:00:00:00:00:02', 4294967291)",0.0
"(4, 1, '00:00:00:00:00:02', 4294967291)",0.0
"(4, 1, '00:00:00:00:00:02', 4294967291)",0.9926654810454986
"(4, 2, '00:00:00:00:00:01', 4294967291)",0.0
"(4, 2, '00:00:00:00:00:01', 4294967291)",0.09235816557272919
"(4, 2, '00:00:00:00:00:01', 4294967291)",0.09050576443737464
"(4, 2, '00:00:00:00:00:02', 4294967291)",4.143069517332453
"(4, 2, '00:00:00:00:00:02', 4294967291)",0.08831305493318937
"(4, 2, '00:00:00:00:00:02', 4294967291)",0.17989179297546223
"(4, 2, '00:00:00:00:00:02', 4294967291)",0.0
