flowKey,Speed
"(4, 1, '00:00:00:00:00:02', 4294967291)",8.462142662171274
"(4, 2, '00:00:00:00:00:02', 4294967291)",11.69558021248835
"(3, 1, '00:00:00:00:00:01', 2)",1.0357125825089037
"(3, 1, '00:00:00:00:00:02', 2)",1.2628241413858867
"(3, 1, '00:00:00:00:00:02', 2)",0.0
"(3, 1, '00:00:00:00:00:02', 2)",0.0
"(3, 1, '00:00:00:00:00:02', 2)",0.36811766775703286
"(3, 2, '00:00:00:00:00:02', 2)",0.0
"(2, 1, '00:00:00:00:00:01', 2)",0.17364952866242037
"(2, 1, '00:00:00:00:00:02', 2)",8.417043959322033
"(2, 1, '00:00:00:00:00:02', 2)",0.0
"(2, 1, '00:00:00:00:00:02', 2)",0.0
"(2, 1, '00:00:00:00:00:02', 2)",0.825887302928595
"(2, 2, '00:00:00:00:00:02', 2)",0.0
"(2, 1, '00:00:00:00:00:01', 2)",13.30648198138869
"(2, 1, '00:00:00:00:00:02', 2)",3.185917324041812
"(2, 1, '00:00:00:00:00:02', 2)",0.16460664754716983
"(2, 1, '00:00:00:00:00:02', 2)",0.08989029042450886
"(2, 1, '00:00:00:00:00:02', 2)",4.725656783965225
"(2, 2, '00:00:00:00:00:01', 2)",0.0
"(2, 2, '00:00:00:00:00:01', 2)",0.0
"(2, 2, '00:00:00:00:00:01', 2)",0.0
"(2, 2, '00:00:00:00:00:02', 2)",0.0
"(2, 2, '00:00:00:00:00:02', 2)",0.0
"(2, 2, '00:00:00:00:00:02', 2)",0.0
"(2, 2, '00:00:00:00:00:02', 2)",0.0
"(2, 2, '00:00:00:00:00:02', 2)",0.0
"(2, 2, '00:00:00:00:00:02', 2)",0.0
"(2, 2, '00:00:00:00:00:02', 2)",0.0
"(2, 2, '00:00:00:00:00:02', 2)",0.0
"(2, 2, '00:00:00:00:00:02', 2)",0.0
"(4, 1, '00:00:00:00:00:01', 4294967291)",1.0561927748184021
"(4, 1, '00:00:00:00:00:01', 4294967291)",0.0
"(4, 1, '00:00:00:00:00:01', 4294967291)",0.0
"(4, 1, '00:00:00:00:00:01', 4294967291)",1.2031017449543353
"(4, 1, '00:00:00:00:00:02', 4294967291)",0.7079233693236305
"(4, 1, '00:00:00:00:00:02', 4294967291)",0.18437799901373722
"(4, 1, '00:00:00:00:00:02', 4294967291)",0.10842394863084635
"(4, 1, '00:00:00:00:00:02', 4294967291)",0.0
"(4, 1, '00:00:00:00:00:02', 4294967291)",0.14642753138637127
"(4, 1, '00:00:00:00:00:02', 4294967291)",0.09781536405426618
"(4, 1, '00:00:00:00:00:02', 4294967291)",0.0
"(4, 1, '00:00:00:00:00:02', 4294967291)",0.0
"(4, 1, '00:00:00:00:00:02', 4294967291)",2.8328750633196917
"(4, 1, '00:00:00:00:00:02', 4294967291)",5.4904204246814885
"(4, 2, '00:00:00:00:00:01', 4294967291)",0.8672119602385686
"(4, 2, '00:00:00:00:00:01', 4294967291)",0.0
"(4, 2, '00:00:00:00:00:01', 4294967291)",2.724570759377859
"(4, 2, '00:00:00:00:00:02', 4294967291)",4.724908722891566
"(4, 2, '00:00:00:00:00:02', 4294967291)",0.18322918622234668
"(4, 2, '00:00:00:00:00:02', 4294967291)",0.1386767178508981
"(4, 2, '00:00:00:00:00:02', 4294967291)",0.0
"(4, 2, '00:00:00:00:00:02', 4294967291)",0.25631629575947507
"(4, 2, '00:00:00:00:00:02', 4294967291)",0.09052454676258993
"(4, 2, '00:00:00:00:00:02', 4294967291)",0.0
"(4, 2, '00:00:00:00:00:02', 4294967291)",0.0
"(4, 2, '00:00:00:00:00:02', 4294967291)",5.987320380738453
"(3, 1, '00:00:00:00:00:01', 2)",20.870474568550154
"(3, 1, '00:00:00:00:00:02', 2)",1.2400179989828783
"(3, 1, '00:00:00:00:00:02', 2)",0.06858969799255726
"(3, 1, '00:00:00:00:00:02', 2)",0.16193823140700409
"(3, 1, '00:00:00:00:00:02', 2)",3.571685461066759
"(3, 2, '00:00:00:00:00:01', 2)",0.0
"(3, 2, '00:00:00:00:00:01', 2)",0.0
"(3, 2, '00:00:00:00:00:01', 2)",0.21916309629877742
"(3, 2, '00:00:00:00:00:01', 2)",0.5100103660544648
"(3, 2, '00:00:00:00:00:02', 2)",0.0
"(3, 2, '00:00:00:00:00:02', 2)",0.0
"(3, 2, '00:00:00:00:00:02', 2)",0.0
"(3, 2, '00:00:00:00:00:02', 2)",0.0
"(3, 2, '00:00:00:00:00:02', 2)",0.0
"(3, 2, '00:00:00:00:00:02', 2)",0.0
"(3, 2, '00:00:00:00:00:02', 2)",0.0
"(3, 2, '00:00:00:00:00:02', 2)",0.0
"(3, 2, '00:00:00:00:00:02', 2)",0.0
"(3, 2, '00:00:00:00:00:02', 2)",0.0
"(4, 1, '00:00:00:00:00:01', 4294967291)",1.9188018299120233
"(4, 1, '00:00:00:00:00:01', 4294967291)",0.0704906056182499
"(4, 1, '00:00:00:00:00:01', 4294967291)",0.15870751901036928
"(4, 1, '00:00:00:00:00:01', 4294967291)",3.805907203297869
"(4, 1, '00:00:00:00:00:01', 4294967291)",7.637975822373624
"(4, 1, '00:00:00:00:00:01', 4294967291)",0.0
"(4, 1, '00:00:00:00:00:02', 4294967291)",0.7614901436893204
"(4, 1, '00:00:00:00:00:02', 4294967291)",0.23320375086875167
"(4, 1, '00:00:00:00:00:02', 4294967291)",0.3276882053336672
"(4, 1, '00:00:00:00:00:02', 4294967291)",0.12681682798720806
"(4, 1, '00:00:00:00:00:02', 4294967291)",0.0756757465953448
"(4, 1, '00:00:00:00:00:02', 4294967291)",0.3103944136622391
"(4, 1, '00:00:00:00:00:02', 4294967291)",0.645067991946483
"(4, 1, '00:00:00:00:00:02', 4294967291)",0.27031026850448986
"(4, 1, '00:00:00:00:00:02', 4294967291)",12.023123705306192
"(4, 1, '00:00:00:00:00:02', 4294967291)",11.606217121257789
"(4, 1, '00:00:00:00:00:02', 4294967291)",0.0
"(4, 1, '00:00:00:00:00:02', 4294967291)",0.0
"(4, 1, '00:00:00:00:00:02', 4294967291)",0.0
"(4, 1, '00:00:00:00:00:02', 4294967291)",0.0
"(4, 1, '00:00:00:00:00:02', 4294967291)",0.0
"(4, 1, '00:00:00:00:00:02', 4294967291)",0.0
"(4, 1, '00:00:00:00:00:02', 4294967291)",0.0
"(4, 1, '00:00:00:00:00:02', 4294967291)",0.0
"(4, 1, '00:00:00:00:00:02', 4294967291)",0.0
"(4, 2, '00:00:00:00:00:01', 4294967291)",0.4243952806875304
"(4, 2, '00:00:00:00:00:01', 4294967291)",0.0
"(4, 2, '00:00:00:00:00:01', 4294967291)",16.106402565511583
"(4, 2, '00:00:00:00:00:01', 4294967291)",5.943848156482918
"(4, 2, '00:00:00:00:00:01', 4294967291)",0.0
